id,dataset,model,evo_fname,obs_fname,F,LL,AIC,BIC,R2,alpha_win,alpha_loss,decay,beta,alpha_win_transformed,alpha_loss_transformed,decay_transformed,beta_transformed,alpha_win_ffx,alpha_loss_ffx,decay_ffx,beta_ffx,alpha_win_transformed_ffx,alpha_loss_transformed_ffx,decay_transformed_ffx,beta_transformed_ffx
40,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-262.572979063242,-255.769613664079,-259.769613664079,-267.177178613392,0.265102063155188,0.231249884234084,-3.89832512048012,-0.143858082520941,-0.822952757842896,0.557556207171534,0.019872903727527,0.464097375605851,0.439133084608617,0.330042049904579,-2.82185172411276,-0.0281081191801722,-0.83152665936974,0.581769608032654,0.0561547098682411,0.492973432834117,0.435384095482015
41,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-144.008798380678,-137.206995707587,-141.206995707587,-148.614560656899,0.627435195383449,-0.808022691347097,-0.673286922027109,1.98213515386379,-1.77353865325077,0.308312008548083,0.337761235448168,0.878908586016382,0.169731304644491,-0.525006292960076,-0.675215546984076,1.28057512538744,-1.69253518722741,0.371682342336302,0.337329978424207,0.782547659019683,0.184052324921344
46,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-177.392627187032,-170.666306513851,-174.666306513851,-182.073871463164,0.536116068392452,-0.490161818439023,-0.61259587116884,1.39142101277949,-1.43734133292007,0.379855448349203,0.351467272561731,0.800819002247413,0.237558508820227,-0.330934077881369,-0.473371946896327,1.11101992459829,-1.42544981867123,0.41801336515693,0.383818460380642,0.752319207506788,0.240400302339216
47,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-119.318450669157,-112.552939146239,-116.552939146239,-123.960504095552,0.703613686301173,0.518787840594584,-1.21802267694849,-1.22108958315698,-1.54379265563694,0.626864278991909,0.228284610426567,0.227744761563649,0.213569567641065,0.712661781418652,-1.02156084386673,-0.672874417825896,-1.53878217832052,0.670989048861816,0.264723479066882,0.337853509977351,0.214642338417716
48,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-157.465840631686,-150.652826851247,-154.652826851247,-162.060391800559,0.619460297832721,0.432390102887786,-1.70892970764499,0.476091895514881,-1.27950162690003,0.606444258060266,0.153302589830434,0.616824608886339,0.278175901299126,0.538118820684719,-1.57782980162003,0.459694682927961,-1.27732074786447,0.631374698811026,0.171103055313006,0.612941743718652,0.278783231306391
49,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-280.066834348445,-273.915218142989,-277.915218142989,-285.322783092301,0.193946732035417,-1.05970204142113,-1.44975300400861,-0.673062462603774,-1.22404567108409,0.257366399571443,0.190039582468741,0.337811444042045,0.294038175602772,-0.559225516857168,-0.111293138433854,-0.62249990698143,-1.11766130285386,0.36372667937698,0.472205398564354,0.349213100644447,0.327043757237954
5,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-118.798130294967,-112.053364706342,-116.053364706342,-123.460929655655,0.691267702343466,0.300296646243609,-0.992563003333027,1.80685386487198,-1.84909119031044,0.574515032700601,0.270406134305799,0.858981204595451,0.157380129927451,0.291014422980894,-1.10489189254929,0.802080385570035,-1.79055426564218,0.572244462170479,0.248824424176126,0.69041931942305,0.166867655022594
51,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-79.3241666667576,-73.5766951702564,-77.5766951702564,-84.9842601195688,0.795250915088072,0.611334962926513,-0.91882735383185,-1.11865219529142,-2.06751800523631,0.6482452646999,0.285196889707735,0.246261373567179,0.126499363147252,0.821253827591048,-0.891375283495286,-0.802702643453437,-2.01838626977104,0.694502427677971,0.290826099172226,0.309447694638673,0.132869708032829
54,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-246.017074166651,-238.937784446311,-242.937784446311,-250.345349395623,0.303045047143058,-0.606890079739734,1.88630673037409,1.83666287154508,-1.43368462207746,0.352768939036877,0.868333851780881,0.862553552157487,0.238428781793752,-0.351334445098736,1.71048760183543,1.28244649635726,-1.3220877734573,0.413058859243693,0.846899517043031,0.78286593588389,0.266578165762357
56,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-93.6415190599642,-86.8479942140701,-90.8479942140701,-98.2555591633825,0.775289522967249,1.09348938777602,-0.818534327083105,-0.840805655983515,-1.80299176912981,0.749038225920379,0.3060748705009,0.301365131068643,0.164805091142361,1.21145870260612,-0.782855403841988,-0.655200690559149,-1.7844647147547,0.770556947353655,0.313704808058463,0.341818532749396,0.167886904334905
57,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-197.692777982133,-190.79164548288,-194.79164548288,-202.199210432192,0.455201445347931,-1.57087420120737,-0.862763197247795,-0.626940821134329,-1.87402216601816,0.172091803804664,0.296762358440915,0.348204520827262,0.153504995882585,-1.18120002334334,-0.77381240480903,-0.513390001093041,-1.67788837023495,0.234836497981752,0.31565498451325,0.374399167239751,0.186767944686214
58,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-209.584677633605,-202.3442511784,-206.3442511784,-213.751816127713,0.415671382516444,0.297406091478415,2.05441922713086,3.08642947067443,-1.52584588072483,0.573808292054864,0.886393395219839,0.956329489426386,0.217437053241443,0.492535746576136,1.9131191905506,1.97197032223931,-1.45051786615576,0.620703606998528,0.871369166570305,0.877822587023163,0.234448843529176
59,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-81.6912240269941,-76.4489677900987,-80.4489677900987,-87.8565327394111,0.777688757573918,-0.112831380749518,-0.663044668887602,-1.37318974556935,-2.64849565483615,0.471822042805629,0.340056001244074,0.202104984461011,0.0707575768549885,0.301527895885288,-0.790517909696529,-1.02262944989416,-2.35831980578397,0.574815980959946,0.312057475357726,0.264515532592716,0.094579000860496
61,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-211.538953361628,-205.01880971122,-209.01880971122,-216.426374660533,0.398644054929121,-0.247953418455236,3.22387242845186,-1.49223632732532,-1.8740992709783,0.438327296640826,0.961722820709571,0.183586304798567,0.153493160342291,0.197211974388275,2.49187632708832,-1.15705038100868,-1.64524591127131,0.549143819224943,0.923570353575614,0.239203659888759,0.19296510466455
62,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-267.375626344402,-260.736838567823,-264.736838567823,-272.144403517135,0.233983140405849,-1.76470420106639,-1.38760636309514,-0.123138525143618,-1.56558612092413,0.146202150958531,0.199790162906721,0.46925420907698,0.208965498221573,-1.4678187297069,-0.982275469795051,-0.125044612657402,-1.43715813491075,0.187274383352032,0.272440514570107,0.468779516993648,0.237602033052794
63,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-139.768876447425,-132.014041267828,-136.014041267828,-143.42160621714,0.641993520816566,-1.1209218899707,-1.96882352775946,1.60212205706241,-1.74278018247089,0.245840322978436,0.12251530842937,0.832314762283284,0.175033099582694,-1.01851330412473,-1.96988395852289,0.904059467726489,-1.72914407916664,0.265317092482255,0.122401352121736,0.711783009154652,0.177436216347654
65,specc,twolr_decay,f_bandit_Qlearn,g_bandit_softmax,-83.3425376786209,-76.2652917937051,-80.2652917937051,-87.6728567430175,0.826407975135244,-0.279216779448174,-3.03385295196285,1.2826709467641,-1.60234874435011,0.430645803602322,0.0459197302161186,0.782904087081789,0.201422871144134,-0.149209648771314,-2.75871696085013,1.07462693393543,-1.63082537891975,0.462766641063468,0.0595962335543023,0.745475833960702,0.195767924706859
